Emplacados,Categoria,Fabricante,Modelo,Preco,SalarioMinimo,Dolar,TaxaJuros,Ano,Mes,Mes1,Tipo
248,Comercial,CITROEN,JUMPY,,,,,2023,2,9,Furgões
239,Comercial,RAM,3500,,,,,2023,2,9,Pick-up's Grandes
224,Comercial,FIAT,SCUDO,,,,,2023,2,9,Furgões
222,Comercial,FORD,TRANSIT,,,,,2023,2,9,Furgões
208,Comercial,KIA,K2500,,,,,2023,2,9,Furgões
161,Comercial,RAM,CLASSIC,,,,,2023,2,9,Sedans Pequenos
146,Comercial,RAM,2500,,,,,2023,2,9,Pick-up's Grandes
123,Comercial,FORD,MAVERICK,,,,,2023,2,9,Pick-up's Grandes
122,Comercial,RAM,1500,,,,,2023,2,9,Pick-up's Grandes
114,Comercial,PEUGEOT,EXPERT,,,,,2023,2,9,Furgões
112,Comercial,IVECO,DAILY,,,,,2023,2,9,Furgões
112,Comercial,VW,MAN/EXPRESS,,,,,2023,2,9,Caminhão
85,Comercial,MBENZ,SPRINTER 315,,,,,2023,2,9,Furgões
65,Comercial,PEUGEOT,PARTNER,,,,,2023,2,9,Furgões Pequenos
56,Comercial,EFFA,V21,,,,,2023,2,9,Caminhão
18,Comercial,IVECO,DAILY 30-130,,,,,2023,2,9,Caminhão
16,Comercial,EFFA,V22,,,,,2023,2,9,Caminhão
14,Comercial,PEUGEOT,BOXER,,,,,2023,2,9,Furgões
11,Comercial,BYD,T3,,,,,2023,2,9,Furgões
8,Comercial,CITROEN,JUMPER,,,,,2023,2,9,Furgões
8,Comercial,FIAT,DUCATO,,,,,2023,2,9,Outros
6,Comercial,JEEP,GLADIATOR,,,,,2023,2,9,Pick-up's Grandes
5,Comercial,MBENZ,SPRINTER,,,,,2023,2,9,Furgões
4,Comercial,MBENZ,SPRINTER 416,,,,,2023,2,9,Outros
3,Comercial,EFFA,V25,,,,,2023,2,9,Outros
2,Comercial,FORD,F150,,,,,2023,2,9,Outros
2,Comercial,VW,KOMBI,,,,,2023,2,9,Outros
1,Comercial,FORD,F250,,,,,2023,2,9,Outros
1,Comercial,GM,C10,,,,,2023,2,9,Outros
1,Comercial,GM,D10,,,,,2023,2,9,Outros
1,Comercial,IVECO,DAILY 30S13,,,,,2023,2,9,Outros
1,Comercial,IVECO,DAILY 5516,,,,,2023,2,9,Outros
1,Comercial,MBENZ,SPRINTER 314,,,,,2023,2,9,Outros
1,Comercial,TOYOTA,RIBEIRAUTO,,,,,2023,2,9,Outros
1,Comercial,TOYOTA,TUNDRA,,,,,2023,2,9,Outros
1,Comercial,JAC,IEV750,,,,,2023,2,9,Outros
8363,Automoveis,HYUNDAI,HB20,,,,,2023,3,10,Hatch Pequenos
8283,Automoveis,GM,ONIX,,,,,2023,3,10,Hatch Pequenos
8197,Automoveis,VW,POLO,,,,,2023,3,10,Hatch Pequenos
7104,Automoveis,GM,ONIX_PLUS,,,,,2023,3,10,Sedans Compactos
6988,Automoveis,JEEP,COMPASS,,,,,2023,3,10,SUV
6704,Automoveis,RENAULT,KWID,,,,,2023,3,10,Entrada
6384,Automoveis,FIAT,MOBI,,,,,2023,3,10,Entrada
6171,Automoveis,FIAT,ARGO,,,,,2023,3,10,Hatch Pequenos
5851,Automoveis,HYUNDAI,CRETA,,,,,2023,3,10,SUV
5431,Automoveis,GM,TRACKER,,,,,2023,3,10,SUV
5420,Automoveis,VW,T_CROSS,,,,,2023,3,10,SUV
4844,Automoveis,NISSAN,KICKS,,,,,2023,3,10,SUV
4674,Automoveis,JEEP,RENEGADE,,,,,2023,3,10,SUV
4511,Automoveis,TOYOTA,COROLLA_CROSS,,,,,2023,3,10,SUV
4276,Automoveis,FIAT,PULSE,,,,,2023,3,10,SUV
4063,Automoveis,HONDA,HR-V,,,,,2023,3,10,SUV
3865,Automoveis,TOYOTA,COROLLA,,,,,2023,3,10,Sedans médios
3605,Automoveis,FIAT,FASTBACK,,,,,2023,3,10,SUV
3442,Automoveis,FIAT,CRONOS,,,,,2023,3,10,Sedans Pequenos
3210,Automoveis,VW,NIVUS,,,,,2023,3,10,SUV
2522,Automoveis,JEEP,COMMANDER,,,,,2023,3,10,SUV
2101,Automoveis,PEUGEOT,208,,,,,2023,3,10,Hatch Pequenos
2035,Automoveis,CITROEN,C3,,,,,2023,3,10,Hatch Pequenos
2031,Automoveis,RENAULT,DUSTER,,,,,2023,3,10,SUV
2025,Automoveis,HYUNDAI,HB20S,,,,,2023,3,10,Sedans Pequenos
2016,Automoveis,TOYOTA,YARIS_HB,,,,,2023,3,10,Hatch Pequenos
1781,Automoveis,GM,SPIN,,,,,2023,3,10,Grandcab
1562,Automoveis,VW,VIRTUS,,,,,2023,3,10,Sedans Compactos
1412,Automoveis,TOYOTA,HILUX_SW4,,,,,2023,3,10,SUV
1340,Automoveis,HONDA,CITY_HATCH,,,,,2023,3,10,Hatch Pequenos
1249,Automoveis,HONDA,CITY,,,,,2023,3,10,Sedans Compactos
932,Automoveis,TOYOTA,YARIS_SEDAN,,,,,2023,3,10,Sedans Compactos
855,Automoveis,VW,TAOS,,,,,2023,3,10,SUV
741,Automoveis,NISSAN,VERSA,,,,,2023,3,10,Sedans Pequenos
741,Automoveis,VW,GOL,,,,,2023,3,10,Entrada
658,Automoveis,RENAULT,SANDERO,,,,,2023,3,10,Hatch Pequenos
653,Automoveis,CAOA_CHERY,TIGGO_8,,,,,2023,3,10,SUV
564,Automoveis,CITROEN,C4_CACTUS,,,,,2023,3,10,SUV
551,Automoveis,BMW,320I,,,,,2023,3,10,Sedans Grandes
504,Automoveis,VOLVO,XC60,,,,,2023,3,10,SUV
479,Automoveis,CAOA_CHERY,TIGGO_5X,,,,,2023,3,10,SUV
475,Automoveis,CAOA_CHERY,TIGGO_7,,,,,2023,3,10,SUV
453,Automoveis,NISSAN,SENTRA,,,,,2023,3,10,Sedans médios
342,Automoveis,GM,EQUINOX,,,,,2023,3,10,SUV
258,Automoveis,MITSUBISHI,ECLIPSE_CROSS,,,,,2023,3,10,SUV
245,Automoveis,BMW,X1,,,,,2023,3,10,SUV
240,Automoveis,RENAULT,LOGAN,,,,,2023,3,10,Sedans Pequenos
228,Automoveis,PORSCHE,MACAN,,,,,2023,3,10,SUV
210,Automoveis,GM,TRAILBLAZER,,,,,2023,3,10,SUV
9935,Comercial,FIAT,STRADA,,,,,2023,3,10,Pick-up's Pequenas
5607,Comercial,FIAT,TORO,,,,,2023,3,10,Pick-up's Grandes
4362,Comercial,TOYOTA,HILUX,,,,,2023,3,10,Pick-up's Grandes
3988,Comercial,GM,MONTANA,,,,,2023,3,10,Pick-up's Pequenas
2701,Comercial,GM,S10,,,,,2023,3,10,Pick-up's Grandes
2637,Comercial,VW,SAVEIRO,,,,,2023,3,10,Pick-up's Pequenas
1978,Comercial,FORD,RANGER,,,,,2023,3,10,Pick-up's Grandes
1634,Comercial,FIAT,FIORINO,,,,,2023,3,10,Furgões Pequenos
1208,Comercial,RENAULT,OROCH,,,,,2023,3,10,Pick-up's Grandes
952,Comercial,MITSUBISHI,L200,,,,,2023,3,10,Pick-up's Grandes
789,Comercial,RENAULT,MASTER,,,,,2023,3,10,Furgões
601,Comercial,VW,AMAROK,,,,,2023,3,10,Pick-up's Grandes
571,Comercial,NISSAN,FRONTIER,,,,,2023,3,10,Pick-up's Grandes
553,Comercial,RAM,3500,,,,,2023,3,10,Pick-up's Grandes
378,Comercial,FIAT,SCUDO,,,,,2023,3,10,Furgões
337,Comercial,FORD,TRANSIT,,,,,2023,3,10,Furgões
286,Comercial,KIA,K2500,,,,,2023,3,10,Furgões
251,Comercial,RAM,CLASSIC,,,,,2023,3,10,Sedans Pequenos
231,Comercial,CITROEN,JUMPY,,,,,2023,3,10,Furgões
224,Comercial,VW,MAN/EXPRESS,,,,,2023,3,10,Caminhão
191,Comercial,RAM,2500,,,,,2023,3,10,Pick-up's Grandes
176,Comercial,RAM,1500,,,,,2023,3,10,Pick-up's Grandes
157,Comercial,MBENZ,SPRINTER 315,,,,,2023,3,10,Furgões
154,Comercial,PEUGEOT,EXPERT,,,,,2023,3,10,Furgões
125,Comercial,IVECO,DAILY,,,,,2023,3,10,Furgões
85,Comercial,PEUGEOT,PARTNER,,,,,2023,3,10,Furgões Pequenos
80,Comercial,FORD,MAVERICK,,,,,2023,3,10,Pick-up's Grandes
70,Comercial,EFFA,V21,,,,,2023,3,10,Caminhão
46,Comercial,EFFA,V22,,,,,2023,3,10,Caminhão
15,Comercial,IVECO,DAILY 30-130,,,,,2023,3,10,Caminhão
11,Comercial,PEUGEOT,BOXER,,,,,2023,3,10,Furgões
9,Comercial,JEEP,GLADIATOR,,,,,2023,3,10,Pick-up's Grandes
7,Comercial,FORD,F150,,,,,2023,3,10,Pick-up's Grandes
7,Comercial,EFFA,V25,,,,,2023,3,10,Furgões
5,Comercial,CITROEN,JUMPER,,,,,2023,3,10,Furgões
4,Comercial,MBENZ,SPRINTER,,,,,2023,3,10,Furgões
4,Comercial,MBENZ,SPRINTER 517,,,,,2023,3,10,Furgões
4,Comercial,BYD,T3,,,,,2023,3,10,Furgões
3,Comercial,FIAT,DUCATO,,,,,2023,3,10,Furgões
3,Comercial,IVECO,DAILY 35-150,,,,,2023,3,10,Caminhão
3,Comercial,MBENZ,SPRINTER 416,,,,,2023,3,10,Furgões
3,Comercial,VW,KOMBI,,,,,2023,3,10,Outros
3,Comercial,FOTON,AUMARK 35-14DT,,,,,2023,3,10,Pick-up's Grandes
2,Comercial,AGRALE,AGRALE MARRUA,,,,,2023,3,10,Pick-up's Grandes
2,Comercial,MBENZ,SPRINTER 314,,,,,2023,3,10,Furgões
2,Comercial,TOYOTA,BANDEIRANTE,,,,,2023,3,10,Pick-up's Grandes
1,Comercial,FORD,F250,,,,,2023,3,10,Pick-up's Grandes
1,Comercial,GM,C10,,,,,2023,3,10,Pick-up's Grandes
1,Comercial,GM,SILVERADO,,,,,2023,3,10, Pick-up's Grandes
7376,Automoveis,GM,ONIX,,,,,2023,4,11,Hatch Pequenos
7143,Automoveis,HYUNDAI,HB20,,,,,2023,4,11,Hatch Pequenos
6063,Automoveis,VW,POLO,,,,,2023,4,11,Hatch Pequenos
5475,Automoveis,FIAT,ARGO,,,,,2023,4,11,Hatch Pequenos
5295,Automoveis,GM,ONIX_PLUS,,,,,2023,4,11,Sedans Compactos
4898,Automoveis,JEEP,COMPASS,,,,,2023,4,11,SUV
4688,Automoveis,HONDA,HR-V,,,,,2023,4,11,SUV
4686,Automoveis,FIAT,MOBI,,,,,2023,4,11,Entrada
4660,Automoveis,HYUNDAI,CRETA,,,,,2023,4,11,SUV
4592,Automoveis,VW,T_CROSS,,,,,2023,4,11,SUV
4152,Automoveis,RENAULT,KWID,,,,,2023,4,11,Entrada
4078,Automoveis,GM,TRACKER,,,,,2023,4,11,SUV
3946,Automoveis,TOYOTA,COROLLA_CROSS,,,,,2023,4,11,SUV
3702,Automoveis,VW,NIVUS,,,,,2023,4,11,SUV
3701,Automoveis,FIAT,CRONOS,,,,,2023,4,11,Sedans Pequenos
3504,Automoveis,FIAT,PULSE,,,,,2023,4,11,SUV
3261,Automoveis,TOYOTA,COROLLA,,,,,2023,4,11,Sedans médios
3219,Automoveis,JEEP,RENEGADE,,,,,2023,4,11,SUV
3055,Automoveis,NISSAN,KICKS,,,,,2023,4,11,SUV
2466,Automoveis,FIAT,FASTBACK,,,,,2023,4,11,SUV
2091,Automoveis,VW,VIRTUS,,,,,2023,4,11,Sedans Compactos
1965,Automoveis,CITROEN,C3,,,,,2023,4,11,Hatch Pequenos
1916,Automoveis,HYUNDAI,HB20S,,,,,2023,4,11,Sedans Pequenos
1901,Automoveis,PEUGEOT,208,,,,,2023,4,11,Hatch Pequenos
1835,Automoveis,JEEP,COMMANDER,,,,,2023,4,11,SUV
1818,Automoveis,TOYOTA,YARIS_HB,,,,,2023,4,11,Hatch Pequenos
1377,Automoveis,RENAULT,DUSTER,,,,,2023,4,11,SUV
1113,Automoveis,TOYOTA,HILUX_SW4,,,,,2023,4,11,SUV
1084,Automoveis,GM,SPIN,,,,,2023,4,11,Grandcab
964,Automoveis,HONDA,CITY,,,,,2023,4,11,Sedans Compactos
891,Automoveis,TOYOTA,YARIS_SEDAN,,,,,2023,4,11,Sedans Compactos
867,Automoveis,HONDA,CITY_HATCH,,,,,2023,4,11,Hatch Pequenos
792,Automoveis,VW,TAOS,,,,,2023,4,11,SUV
632,Automoveis,NISSAN,VERSA,,,,,2023,4,11,Sedans Pequenos
544,Automoveis,CAOA_CHERY,TIGGO_8,,,,,2023,4,11,SUV
516,Automoveis,CAOA_CHERY,TIGGO_5X,,,,,2023,4,11,SUV
450,Automoveis,NISSAN,SENTRA,,,,,2023,4,11,Sedans médios
419,Automoveis,RENAULT,SANDERO,,,,,2023,4,11,Hatch Pequenos
418,Automoveis,CAOA_CHERY,TIGGO_7,,,,,2023,4,11,SUV
367,Automoveis,BMW,X1,,,,,2023,4,11,SUV
344,Automoveis,CITROEN,C4_CACTUS,,,,,2023,4,11,SUV
336,Automoveis,BMW,320I,,,,,2023,4,11,Sedans Grandes
318,Automoveis,VW,GOL,,,,,2023,4,11,Entrada
292,Automoveis,GM,EQUINOX,,,,,2023,4,11,SUV
231,Automoveis,GM,TRAILBLAZER,,,,,2023,4,11,SUV
206,Automoveis,MITSUBISHI,ECLIPSE_CROSS,,,,,2023,4,11,SUV
185,Automoveis,AUDI,Q5,,,,,2023,4,11,SUV
157,Automoveis,VOLVO,XC60,,,,,2023,4,11,SUV
149,Automoveis,PORSCHE,MACAN,,,,,2023,4,11,SUV
145,Automoveis,PORSCHE,CAYENNE,,,,,2023,4,11,SUV
8051,Comercial,FIAT,STRADA,,,,,2023,4,11,Pick-up's Pequenas
3812,Comercial,FIAT,TORO,,,,,2023,4,11,Pick-up's Grandes
3199,Comercial,TOYOTA,HILUX,,,,,2023,4,11,Pick-up's Grandes
3152,Comercial,VW,SAVEIRO,,,,,2023,4,11,Pick-up's Pequenas
3087,Comercial,GM,MONTANA,,,,,2023,4,11,Pick-up's Pequenas
2752,Comercial,GM,S10,,,,,2023,4,11,Pick-up's Grandes
1374,Comercial,FIAT,FIORINO,,,,,2023,4,11,Furgões Pequenos
1361,Comercial,FORD,RANGER,,,,,2023,4,11,Pick-up's Grandes
1158,Comercial,RENAULT,OROCH,,,,,2023,4,11,Pick-up's Grandes
887,Comercial,RENAULT,MASTER,,,,,2023,4,11,Furgões
810,Comercial,MITSUBISHI,L200,,,,,2023,4,11,Pick-up's Grandes
716,Comercial,VW,AMAROK,,,,,2023,4,11,Pick-up's Grandes
550,Comercial,RAM,3500,,,,,2023,4,11,Pick-up's Grandes
452,Comercial,NISSAN,FRONTIER,,,,,2023,4,11,Pick-up's Grandes
307,Comercial,FIAT,SCUDO,,,,,2023,4,11,Furgões
286,Comercial,FORD,TRANSIT,,,,,2023,4,11,Furgões
194,Comercial,KIA,K2500,,,,,2023,4,11,Furgões
169,Comercial,FORD,MAVERICK,,,,,2023,4,11,Pick-up's Grandes
168,Comercial,CITROEN,JUMPY,,,,,2023,4,11,Furgões
159,Comercial,VW,MAN/EXPRESS,,,,,2023,4,11,Caminhão
134,Comercial,MBENZ,SPRINTER 315,,,,,2023,4,11,Furgões
129,Comercial,RAM,CLASSIC,,,,,2023,4,11,Sedans Pequenos
117,Comercial,IVECO,DAILY,,,,,2023,4,11,Furgões
82,Comercial,RAM,2500,,,,,2023,4,11,Pick-up's Grandes
81,Comercial,RAM,1500,,,,,2023,4,11,Pick-up's Grandes
76,Comercial,PEUGEOT,EXPERT,,,,,2023,4,11,Furgões
71,Comercial,PEUGEOT,PARTNER,,,,,2023,4,11,Furgões Pequenos
59,Comercial,EFFA,V21,,,,,2023,4,11,Caminhão
28,Comercial,FIAT,DUCATO,,,,,2023,4,11,Furgões
28,Comercial,EFFA,V22,,,,,2023,4,11,Caminhão
25,Comercial,KIA,UK2500,,,,,2023,4,11,Caminhão
16,Comercial,JEEP,GLADIATOR,,,,,2023,4,11,Pick-up's Grandes
15,Comercial,FORD,F150,,,,,2023,4,11,Pick-up's Grandes
15,Comercial,IVECO,DAILY 30-130,,,,,2023,4,11,Caminhão
12,Comercial,PEUGEOT,BOXER,,,,,2023,4,11,Furgões
11,Comercial,MBENZ,SPRINTER,,,,,2023,4,11,Furgões
8,Comercial,BYD,T3,,,,,2023,4,11,Furgões
5,Comercial,CITROEN,JUMPER,,,,,2023,4,11,Furgões
4,Comercial,MBENZ,SPRINTER 416,,,,,2023,4,11,Furgões
4,Comercial,VW,KOMBI,,,,,2023,4,11,Outros
4,Comercial,EFFA,V25,,,,,2023,4,11,Furgões
3,Comercial,JAC,EJV55,,,,,2023,4,11,Furgões
2,Comercial,GMC,HUMMER EV EDITION 1,,,,,2023,4,11,Pick-up's Grandes
2,Comercial,HYUNDAI,HR,,,,,2023,4,11,Caminhão
2,Comercial,IVECO,DAILY 35-150,,,,,2023,4,11,Caminhão
2,Comercial,IVECO,DAILY 5516,,,,,2023,4,11,Caminhão
2,Comercial,MBENZ,SPRINTER 417,,,,,2023,4,11,Furgões
2,Comercial,MBENZ,SPRINTER 517,,,,,2023,4,11,Furgões
2,Comercial,JAC,IEV750,,,,,2023,4,11,Furgões
1,Comercial,GM,C10,,,,,2023,4,11,Pick-up's Grandes
7636,Automoveis,VW,POLO,,,,,2023,5,12,Hatch Pequenos
6947,Automoveis,GM,ONIX,,,,,2023,5,12,Hatch Pequenos
6012,Automoveis,VW,T_CROSS,,,,,2023,5,12,SUV
5624,Automoveis,GM,ONIX_PLUS,,,,,2023,5,12,Sedans Compactos
5560,Automoveis,JEEP,COMPASS,,,,,2023,5,12,SUV
5436,Automoveis,GM,TRACKER,,,,,2023,5,12,SUV
5268,Automoveis,HYUNDAI,CRETA,,,,,2023,5,12,SUV
4710,Automoveis,FIAT,ARGO,,,,,2023,5,12,Hatch Pequenos
4578,Automoveis,HONDA,HR-V,,,,,2023,5,12,SUV
4340,Automoveis,VW,NIVUS,,,,,2023,5,12,SUV
4279,Automoveis,JEEP,RENEGADE,,,,,2023,5,12,SUV
4245,Automoveis,HYUNDAI,HB20,,,,,2023,5,12,Hatch Pequenos
4212,Automoveis,NISSAN,KICKS,,,,,2023,5,12,SUV
4196,Automoveis,FIAT,MOBI,,,,,2023,5,12,Entrada
3891,Automoveis,TOYOTA,COROLLA,,,,,2023,5,12,Sedans médios
3731,Automoveis,TOYOTA,COROLLA_CROSS,,,,,2023,5,12,SUV
3490,Automoveis,FIAT,PULSE,,,,,2023,5,12,SUV
2950,Automoveis,FIAT,CRONOS,,,,,2023,5,12,Sedans Pequenos
2943,Automoveis,FIAT,FASTBACK,,,,,2023,5,12,SUV
2744,Automoveis,VW,VIRTUS,,,,,2023,5,12,Sedans Compactos
2725,Automoveis,RENAULT,KWID,,,,,2023,5,12,Entrada
2463,Automoveis,PEUGEOT,208,,,,,2023,5,12,Hatch Pequenos
2458,Automoveis,TOYOTA,YARIS_HB,,,,,2023,5,12,Hatch Pequenos
2231,Automoveis,RENAULT,DUSTER,,,,,2023,5,12,SUV
1955,Automoveis,JEEP,COMMANDER,,,,,2023,5,12,SUV
1607,Automoveis,CITROEN,C3,,,,,2023,5,12,Hatch Pequenos
1535,Automoveis,VW,TAOS,,,,,2023,5,12,SUV
1492,Automoveis,GM,SPIN,,,,,2023,5,12,Grandcab
1384,Automoveis,HYUNDAI,HB20S,,,,,2023,5,12,Sedans Pequenos
1238,Automoveis,TOYOTA,HILUX_SW4,,,,,2023,5,12,SUV
1151,Automoveis,HONDA,CITY,,,,,2023,5,12,Sedans Compactos
1068,Automoveis,TOYOTA,YARIS_SEDAN,,,,,2023,5,12,Sedans Compactos
968,Automoveis,HONDA,CITY_HATCH,,,,,2023,5,12,Hatch Pequenos
960,Automoveis,GWM,HAVAL,,,,,2023,5,12,Hatch Pequenos
675,Automoveis,CAOA_CHERY,TIGGO_8,,,,,2023,5,12,SUV
674,Automoveis,NISSAN,VERSA,,,,,2023,5,12,Sedans Pequenos
644,Automoveis,CAOA_CHERY,TIGGO_5X,,,,,2023,5,12,SUV
636,Automoveis,NISSAN,SENTRA,,,,,2023,5,12,Sedans médios
598,Automoveis,RENAULT,SANDERO,,,,,2023,5,12,Hatch Pequenos
582,Automoveis,CAOA_CHERY,TIGGO_7,,,,,2023,5,12,SUV
509,Automoveis,BMW,X1,,,,,2023,5,12,SUV
420,Automoveis,BMW,320I,,,,,2023,5,12,Sedans Grandes
380,Automoveis,VOLVO,XC60,,,,,2023,5,12,SUV
349,Automoveis,GM,EQUINOX,,,,,2023,5,12,SUV
322,Automoveis,BYD,SONG_PLUS,,,,,2023,5,12,SUV
253,Automoveis,PORSCHE,CAYENNE,,,,,2023,5,12,SUV
238,Automoveis,CITROEN,C4_CACTUS,,,,,2023,5,12,SUV
225,Automoveis,VW,GOL,,,,,2023,5,12,Entrada
211,Automoveis,MITSUBISHI,ECLIPSE_CROSS,,,,,2023,5,12,SUV
